slug,area,latitude,longitude,phone,website,rating,review_count,hero_image,photos
grg-senior-care-centre,Taman Canning,,,,,4.3,3,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHkbhG_CTtXXAG9HLrpZGzLFXhG6z7eZVtXELdqGsFx7Cw06LEnJW4seyPX9OShKSyMr1l9DQFxcIxg5tMNHjWTU2taY0cEkwJsCDGeCYEnhljy8Qvbg3UnTK9PWFyYTdRklltF=w408-h306-k-no,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHkbhG_CTtXXAG9HLrpZGzLFXhG6z7eZVtXELdqGsFx7Cw06LEnJW4seyPX9OShKSyMr1l9DQFxcIxg5tMNHjWTU2taY0cEkwJsCDGeCYEnhljy8Qvbg3UnTK9PWFyYTdRklltF=w408-h306-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAHkbhG_CTtXXAG9HLrpZGzLFXhG6z7eZVtXELdqGsFx7Cw06LEnJW4seyPX9OShKSyMr1l9DQFxcIxg5tMNHjWTU2taY0cEkwJsCDGeCYEnhljy8Qvbg3UnTK9PWFyYTdRklltF=w1920-h1080-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAFoa4OLE9z6Nrkhz-MIGBCh0EGu55OGlxcvxRaF4BR_Bjrk2tnQq8tvspXib51ygERl0p722v5PYhBzOTzHdscgMAhZPgjOIXbLR3n8c0cU29sqNLeA8ksnrF3-QiQHNV_FMBDD-Q=w1920-h1080-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAHmUtw74ybb3AvqSx71Y9SBDpyWEiRxJj2aXgRbJ0RbqqSG4A2mV2pu2Yt0uuDRdunqyvkFSfSXOrVdLnkshyAWzud0YBR-7ZHWFRI9S6DnYjohYoqHZ6N_oFJWWoQATiIBK8LnCg=w1920-h1080-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAET_dgzF5MHZuvrZ6dviimqq11Tl57wmd1rIk5HF2vZ5nEqnVUbuNyrnUFRb3YHK-jaFauz_43EuJCt4sG0IJTXj8oNp_H4JB1D_RV9kiCncsJ7vPH8tJ2gKBlQE45gRO5Znns=w1920-h1080-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAGhlWU0EJl4LXjI8qQlIX28esJC0bE5B4l_0W83yiHrpyvxLGC-q1AjOIoZY0qkUM4uPhJy7mi1LFgJiboqMuh_WuwhRnDyFCjm9QWz2suXq0lzWNj_D3jLSBIz3CgMk5BuwEU=w1920-h1080-k-no|https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HS3J0eDtfgW_FBu-ZeImXg&cb_client=lu.gallery.gps&w=160&h=106&yaw=43.423023&pitch=0&thumbfov=100
green-gates-elderly-care-centre,Taman Westpool,,,,,5,1,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH1_fYb4ncfuSxJsldtMQGofb3soABTLkyykMb2l4u4ko1m_dyhrH7yXk6uxCPTt6guFCwByWOmAz9rnovhbDo4Pesigrir1BvdDniUQEgmTHTN4bOVg8E1al-DkaooMwD5_FTZHgWSsv3G=w408-h306-k-no,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH1_fYb4ncfuSxJsldtMQGofb3soABTLkyykMb2l4u4ko1m_dyhrH7yXk6uxCPTt6guFCwByWOmAz9rnovhbDo4Pesigrir1BvdDniUQEgmTHTN4bOVg8E1al-DkaooMwD5_FTZHgWSsv3G=w408-h306-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAH1_fYb4ncfuSxJsldtMQGofb3soABTLkyykMb2l4u4ko1m_dyhrH7yXk6uxCPTt6guFCwByWOmAz9rnovhbDo4Pesigrir1BvdDniUQEgmTHTN4bOVg8E1al-DkaooMwD5_FTZHgWSsv3G=w1920-h1080-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAHxHcFaz2EOLQACdYtHirXKoUVMSPRXwS2xn0oyj2ZkMLAnIInNUlL9kNl5Q_xoodrvncYGu6fNZQxeTd8pVOmcPeeo-rNeWXLQB3pxYAoS17HJG7AjsC2tGuAirECgoug0gtzk1A24gUwp=w1920-h1080-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAE6J0-BgVpHgNWm54BUibf0lXJxFSyn3d1QcXhm3v34L9L5yAJbPUchIm_emtvF9K9k5q2kUa873rO2CyC2dUfavVFhksxv9GpngSU6Dj4hqQj6lvy_O4CfnJ13M74jATyN34kDzQ1Z9O-l=w1920-h1080-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAEQhq76CW3yBznEPpaLsgy_1eVOP1dIf35H5vHiGKma3is4pMlqlhvnliYp-eKEgVLNy3auLKeX6cckhWL6-4Ljq-6zqeGL2htkPN5EF91d-7cBC1BRb5YZ_aiS68QChDBwUORu6xXxxx0=w1920-h1080-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAH4By6PgTkOaPw3_rboj13MXqtfMnmeQA4jAd1QrCjdV6bHIAJ-u_wdZsEUpmTj56D3ohuhQ7NoPhjzKxIUUv1wilpametFA8AM5gHx4mm3F6FZXA0PnMSqIFATQtK4-D0TNTaR2dl4NyRz=w1920-h1080-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAGYkxXWQMDft5L223fH9TZ6wzPsgpQ_pGaIeAU0ZRlWi56jstlpZDPObAg4urdgK9ZJQBJKKlEWAzaaGdEKkmRikjfdVWLLj35WDikwDXiMNJIyoUed8M5z1lqMyU-wRpuLA88E=w1920-h1080-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAFmOoiOXHYTNs57ncA9ZjsJl5JmnxpQXqHuC9aQmiByUZO-RmbyU6_gTjtrwtdX7P_GQcuG8aBQ4H596Qf6TyNJUeBF0X7tkW-ndFE6ONl5M6R3X_9MBS9ByFYPqbnll20Oet29Zr_VwGmX=w1920-h1080-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAFCY46nMxNGXjWt5O4zdt0NMfuCcJGqpcEemubqbC6ZsO3O9mtPpxeaicPsh27TKgTQt2SJxr5wVcgsoPFLeadNyU_-0t4dZppYAgwDIWLRJ9hkUC9Ksx7_x1uVTZRlnrYJTtdb7vpWCKIQ=w1920-h1080-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAHMnewqTUXuWLwGEsKNJnCI2Hyh4yIVnNRqAS57hw-Q8eGoCVpJk3xleb__Xy2Nl9M9cl1iTfZX4-d043JbYJDmySn6nVfkJjX6pFexM1JjTNgYek4_F5IR7TxX-C2r0NJHatdiETAqWVnm=w1920-h1080-k-no
happiness-home-care-centre-plt,Seremban,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=N-IKVF2ufgZzsfsawndleg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=341.52478&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=N-IKVF2ufgZzsfsawndleg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=341.52478&pitch=0&thumbfov=100|https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=N-IKVF2ufgZzsfsawndleg&cb_client=lu.gallery.gps&w=160&h=106&yaw=341.52478&pitch=0&thumbfov=100|https://lh3.googleusercontent.com/gps-cs-s/APNQkAEPhT_obGO_JWYEl7RrBNByxrK4w8OsTsy2eOxBVBDD5AONHV3KH3qsnyvHCqgqsEu4d5fUiNlLaOU4pYw9IijnXJPfIIHaQtoqBLKwD16joafxuCFNwNHFrfakFwyi7K6c2SohFNMM0kM=w1920-h1080-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAG-i70KclJbV9Gs8ElqRClykZTcLMCiL8MuYTlQsjIV_c-uUDHsauHw31LDlRdVCHnRAO2-9V0ZGEK0mJ9nghkNnDoZbXe4ofGmmxNKr6sPfNQBbfZ9OHZVXk7qhqFw0QgJpIFhhA=w1920-h1080-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAG6Zv3BtaiyJsvY1FzVv5J4E_l5F4J-gvP-2rR8eLeWBN4QO0_BtTVJ33fVBofCGY_oSyN15gnIYiV_AzZ_InVZypd_8BdgYQH9Mta8z0lgeCA4-g1CFN_DyhL8ddDo-U4rApg_=w1920-h1080-k-no
happy-life-care-centre-cawangan,Bukit Rasah,,,,,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFECyQln-SxWzaX0H8bB3FW3f241rW4nMTqmjjVWWUIQJWO7046FYU4F4tf302V-8ZvhpLlMQP8X732bU8ebe-xmvAb3KU_A9zKzg5805kxoQPKfmuN5GnPVx77r0xayAuoRxwXc43WF1o=w408-h574-k-no,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFECyQln-SxWzaX0H8bB3FW3f241rW4nMTqmjjVWWUIQJWO7046FYU4F4tf302V-8ZvhpLlMQP8X732bU8ebe-xmvAb3KU_A9zKzg5805kxoQPKfmuN5GnPVx77r0xayAuoRxwXc43WF1o=w408-h574-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAFECyQln-SxWzaX0H8bB3FW3f241rW4nMTqmjjVWWUIQJWO7046FYU4F4tf302V-8ZvhpLlMQP8X732bU8ebe-xmvAb3KU_A9zKzg5805kxoQPKfmuN5GnPVx77r0xayAuoRxwXc43WF1o=w1920-h1080-k-no|https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YTNAcYkaG9_VaVX6X29hAQ&cb_client=lu.gallery.gps&w=160&h=106&yaw=117.85906&pitch=0&thumbfov=100|https://lh3.googleusercontent.com/gps-cs-s/APNQkAEFTUEj9zdFzjTcVSS3r5zvDkQ8Em1qmkIELKyP3YrUx0ZShEGxKHtgEiYnTp_qBAu3AMDxjLL8D6_Z7Qyb0P6bmOUqEeJV-AiwN19DjKqcISI36qJ9S_wRUheeEjiYEGpMUKS5-wOMaaUj=w1920-h1080-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAH5eZjdzpUXLV2gEVwIN0v26hwGM7Z8ry_8wcFCAI3SMwVZOWkMFlpYPAVuS6LMxYQgN7rvf7xp6RS3XSDNvy1nM_IoZd444KiPrRoWcL8rv0EQXS5A6wYHDkpdmMKJyVoywzCoNi7sbPEd=w1920-h1080-k-no
joyous-spring-sdn-bhd-care-centre,Taman Merdeka Permai,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XTTAzky4TZRdAOiL1GAt5A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=108.597176&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XTTAzky4TZRdAOiL1GAt5A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=108.597176&pitch=0&thumbfov=100
keepers-dementia-care-centre-sdn-bhd,George Town,,,,http://www.myknc.com.my/,5,19,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bSYG1pmtC-KTx8NDGw24lw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=297.7888&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bSYG1pmtC-KTx8NDGw24lw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=297.7888&pitch=0&thumbfov=100|https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bSYG1pmtC-KTx8NDGw24lw&cb_client=lu.gallery.gps&w=160&h=106&yaw=297.7888&pitch=0&thumbfov=100|https://lh3.googleusercontent.com/gps-cs-s/APNQkAEwHiDHAm1tfwDOjwH1mGV73szBvoaczxdKyczd1KbilCcANLHFFDnXH1DHs7UoWuSIrFqVLX3TVQi4u0YXwi9YLzCbVQ_5rruvA21jprmZjiHaBkwIt0kg_Oq2GJVLfMeeorifarYw_8k=w1920-h1080-k-no
kai-xin-home-care-centre,Taman Kemacahaya,,,,,3,2,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0XdQfcAFq-m7hxBiVffCRQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=233.97203&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0XdQfcAFq-m7hxBiVffCRQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=233.97203&pitch=0&thumbfov=100
kindnest-care-centre,Taman Salak Selatan,,,,https://kindnest.com.my/,4.9,11,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFGhjSoA648AS3XbTcTF-jo1V8xdWGt-H713fQhW40WP6oE2R4-xUrRwQegA3AIzn5Lo_tNHiVO9AJ8u4Gm1haE7pcQmWud8RzCZMPjBnA8AvlKWN2D9P23fS6Lg4mbkuC8UxQh=w486-h240-k-no,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFGhjSoA648AS3XbTcTF-jo1V8xdWGt-H713fQhW40WP6oE2R4-xUrRwQegA3AIzn5Lo_tNHiVO9AJ8u4Gm1haE7pcQmWud8RzCZMPjBnA8AvlKWN2D9P23fS6Lg4mbkuC8UxQh=w486-h240-k-no|https://lh3.googleusercontent.com/p/AF1QipPlB9-W5s-egYGU_c_2tfzBIwmklFQWajo1a0kn=w1920-h1080-k-no|https://lh3.googleusercontent.com/p/AF1QipPgHA977JgO32whPe3ZpOoZa9Gm4YCqdKbflPlA=w1920-h1080-k-no|https://lh3.googleusercontent.com/p/AF1QipPLlD3puOvMq91KVf2TmxmAjM9M19q8TlfNiKW1=w1920-h1080-k-no|https://lh3.googleusercontent.com/p/AF1QipNM3Px7ldfk0ygRAIrrJpfLqW1tsI30sVuKlrDI=w1920-h1080-k-no|https://lh3.googleusercontent.com/p/AF1QipMxl4mIvIuARibj7rDzmf5l9N1XnKpSiRaTqx8p=w1920-h1080-k-no|https://lh3.googleusercontent.com/p/AF1QipMGNZYtWazIoUBxheG26E1oOGhgYbVfj3Wfeq0d=w1920-h1080-k-no|https://lh3.googleusercontent.com/p/AF1QipPp77amfXNth2DKDRX8CSqrCtxl-2hZSYIcekOL=w1920-h1080-k-no|https://lh3.googleusercontent.com/p/AF1QipMu1Xo3bLMFhlLmBCgb8XePNar3SekwTEqb25Zs=w1920-h1080-k-no|https://lh3.googleusercontent.com/p/AF1QipNjIEjX36WU8GkokRZm7oSNkMvW-nTtWHOx7lUW=w1920-h1080-k-no
happy-old-folks-care-centre,Ipoh,,,,,4,2,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH8kj-FAnLxpg00H2ZiyoUY9dxxll9FUDzISZ6fFrjMO5oSgboVmeEuNSx-twAlQITVnvr4PzpK_ACL7h0JB_4wmPdGV5769gsGHLvju-OYwjyxKb8KN4Xh9j5EwX-OriHNpQKV=w408-h306-k-no,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH8kj-FAnLxpg00H2ZiyoUY9dxxll9FUDzISZ6fFrjMO5oSgboVmeEuNSx-twAlQITVnvr4PzpK_ACL7h0JB_4wmPdGV5769gsGHLvju-OYwjyxKb8KN4Xh9j5EwX-OriHNpQKV=w408-h306-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAH8kj-FAnLxpg00H2ZiyoUY9dxxll9FUDzISZ6fFrjMO5oSgboVmeEuNSx-twAlQITVnvr4PzpK_ACL7h0JB_4wmPdGV5769gsGHLvju-OYwjyxKb8KN4Xh9j5EwX-OriHNpQKV=w1920-h1080-k-no|https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GEfFf2-QfXZ57Gw2uAyeZQ&cb_client=lu.gallery.gps&w=160&h=106&yaw=132.63412&pitch=0&thumbfov=100|https://lh3.googleusercontent.com/gps-cs-s/APNQkAG6Sks3jh3gjmwvHdJfTQzgIROgTCJg-jbEZKpTfVHBY1wE1XMs_Y25XtSqcQq72vgfPJrUBMwtdFeGjEk6QfVPGrT3DvubhfiOFutuViNWoXdEq55xTPaETmBYDpf2WhKGtCDmfg=w1920-h1080-k-no
holy-family-residence-for-senior-citizens,Kampung Purak,,,,,4.7,13,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF2NO9yCl7Ymd5jFo75tO4z4Rmb6n5uPFBzj5w7cPBmE3Qh_2VczaxzW2mJ9hQuKansCecUR2RXfGCWlyDMOVoThDkDZBqVixRcGKtkvGqcU4LJvKk05A6UjHawDgewFa_JV71Thw=w533-h240-k-no,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF2NO9yCl7Ymd5jFo75tO4z4Rmb6n5uPFBzj5w7cPBmE3Qh_2VczaxzW2mJ9hQuKansCecUR2RXfGCWlyDMOVoThDkDZBqVixRcGKtkvGqcU4LJvKk05A6UjHawDgewFa_JV71Thw=w533-h240-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAF2NO9yCl7Ymd5jFo75tO4z4Rmb6n5uPFBzj5w7cPBmE3Qh_2VczaxzW2mJ9hQuKansCecUR2RXfGCWlyDMOVoThDkDZBqVixRcGKtkvGqcU4LJvKk05A6UjHawDgewFa_JV71Thw=w1920-h1080-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAE62SkxXQccaB1B8MJJk3_cUuZVGRtTzR0dk9BGa1wYKmAFOpzDmPEWIXeM_17Iv_5XxUEz25gaVqCide-a-hNTT_0OxDNIYoAiTI01QQ0jNIeZbI53i6DuWIRot6ShnyDQxcM=w1920-h1080-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAEBGjaEy8ltHPA2ecGr0jgdz3x88clGXC81o0_6FZ67iPzMf8Sia7vImHOKJmxJVW5R0mtY4Xf3JZu7qHZC8_zlpvK2siFRkt_l5QQxHYUKM5ZE_wqN0Hy9gM6TOZOlcdmW9nMsGA=w1920-h1080-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAFyYdeErqSbOxBx8LS0_EGifVREBDhGe8W7oqyIFCgAxYtY-MfDvgzZEUFC4VJJtgbbiPMEuaGEdE80uRHuHogE5i9ZtMp_829WwV8UqH7MQue2rbtl4bL-7vAlvCspjO8ovCe3zg=w1920-h1080-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAGelK2PuUs9mTvAdeAoNk_FicAQhY6rAcsbFRG6MntPHa4yIXgZL-EWsWiFiWm6UaxPMOxidVFkpk2g77NlK8swyjHEGIM7e2AzhLOzlJpwBBAD_rn2X33rUaPtHeGIpSfy8AxTiA=w1920-h1080-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAEMhLM3kkfDD9dg-thL-HUWppEIODtN_FR5CSvsMRe38VFGhEOMocrKfNJPwaerIPwkJdhUz0LgN8jFeG1xkdoq0SIfqp31giDS2ioYNJV_GDxSut5XIBdX5aF3sb59UG2Q-HUV=w1920-h1080-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAHMxM9pdHSSdpMGuNLjuzbQKXTwpG5Bsu8E0iFAG8Yww3r_D9Y3ZZoxc7n3uIc8xdDJIiZQuKXn2xNFnPC9mwfCGB_BMGIIgTPiatDWJTvCID9dh8iNovuMTHaME3MyUAG7PBg=w1920-h1080-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAFZv9y9bJJiE625VaTHDF5f_5A19HMPZE_Gk3PhHznN-aegyhREAW44p8fa3mJZrLcc8Wv1gcCio7RGid2EChd2vTsZbkN27w1H7V7ZDmvau5h6Qutgn6FPsYHyIAtdUZXXO0pN=w1920-h1080-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAEKaaj96lOJciwD4emB3sNz3y-d8qv9gNdBn670QW1wP_qxR1xMw4DJRYrpawE5UiPDJBrhc1j6gGpCeK1pSX1GdbRoulzytkAZr3cFXemu-NcrrIF0iujbjvfDg4wpH37iUCfxgw=w1920-h1080-k-no
happy-retirement-home-care-centre,Kampung Permatang Durian,,,+60 12-407 2139,https://www.facebook.com/HappyRetirementHome/,4.7,7,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFtxVecM0gbpRD2ksXkB5AaDGhTnJ4D49TZyaTjq7qHHHEYrf29E5R_Wb8VKLtn5v2X_byBQN1hnFNSE5N_JS_1vOU0txhrLw2I24U6c9g08-6Zdewtwdy3uELJFiUfp-tS3-aZ=w408-h306-k-no,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFtxVecM0gbpRD2ksXkB5AaDGhTnJ4D49TZyaTjq7qHHHEYrf29E5R_Wb8VKLtn5v2X_byBQN1hnFNSE5N_JS_1vOU0txhrLw2I24U6c9g08-6Zdewtwdy3uELJFiUfp-tS3-aZ=w408-h306-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAFtxVecM0gbpRD2ksXkB5AaDGhTnJ4D49TZyaTjq7qHHHEYrf29E5R_Wb8VKLtn5v2X_byBQN1hnFNSE5N_JS_1vOU0txhrLw2I24U6c9g08-6Zdewtwdy3uELJFiUfp-tS3-aZ=w1920-h1080-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAH6g3-0PzvbSxokC6H9Oo1KEmidfBM4MLkxe7dQY8sSK4XjZsyMQNxm3RGPdER71n3liC5vC1qjqvyh6BH4S1roYz3Dsy1jTLIDwSkmHQ2BmJYjqmZdA886VPjUWgiGghK_AhBV=w1920-h1080-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAFOdVfAPUQNq7UX7m0pyX3wmHmVJNUCeYaUgWw3TzFpilHUW4TXSncPQ3-fdlt0cLI2lTVTN8_YzYBRNbkAqwTK6__CFZGIU9jtEuE_r68bl92BfC8BAcgFXgcQKP0reSxV3lTcuw=w1920-h1080-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAFA0fW_6vcJXSEHSAWTvU6y_x8ld1PENq5wo7q4-HDHQHkk3SNQLAq-hqUMEhSSlE07uFaWDiC2aTTiS1BNmuctO8qxq_NnAZiUcFDdLgZQiTMxnz2vD16chLzbQ-TfJ3JHiq1xsA=w1920-h1080-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAEspOdV3kzSFL9frVRubNLqYuCp3kQPB7FVxBjF5c2IXFl-hOOPhHqJbiP4Za-UtIWA_pvmFuTLs3GNdUCyIQNlZ22Js9Fv6QU6iuudx_x2E0baZInwc3r7wMrmzWDtd_CL9rfguA=w1920-h1080-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAGnr-BgeLkGOara3VNoS_AbqwR7DZkmMMbviuCGMgNkR2w6yw_bt9xmcpZvPet5Ud1mNMnkUsRhN85i0PQnW7jbFAG5u86kdxg4xpUXQEHUMfYs8yMFVfvnZt44JS9qcoT1dXVz4A=w1920-h1080-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAHDuQr0-qDxK3D-CshjnLU6ggW1rr41FjOGa4l4U7fy3C6pyP1sf984WpzUY0g26DRBE1OI_VXJffd2uzySR06oyKn0dffNz1OApn1ozZl5YTlvkjrqdRzrIIBmDmVsr50UxQM=w1920-h1080-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAF3_NRVxVf0Jf_cz-ebJWRMCrYbULWh-EsHPtvhMAls_H5dwvzvGkFfJyGq68089WMWgnzoL_x-E7D1MxUN-PejjSoQCzKUnDPBVTNeBA3YhIIGdd1f8CNLHoO_y1yw7GLPFG7otA=w1920-h1080-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAHlIJhIQn_nOn5WtxDZ74MP1BtBPzG8gw45jM4KJYvB8BB4ApMBBQ_O7p_fQECqjJVCLJkZ6PU2_w_8jzB4u73uA9blpi_oFhsE2ftUrQoaRGJhMqm9ehRxyxQ1IYiOLrDnPfD7Qg=w1920-h1080-k-no
labuan-aged-care-centre,Labuan,,,,https://www.facebook.com/profile.php?id=100090267521584,5,1,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEZNwNGq9FN4ok_2DOUiXctFz8rFPGaxo4tUxNv3yaX8VJ0YPo-WwDgY9gSp3j47t8fu5ifgdFm-i7iCG5fe1ixh16mZTXegfrCH1y6mNaadh5s-P117WOG1ZBNwRKC4hfANeWSdG1I7yq1=w408-h905-k-no,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEZNwNGq9FN4ok_2DOUiXctFz8rFPGaxo4tUxNv3yaX8VJ0YPo-WwDgY9gSp3j47t8fu5ifgdFm-i7iCG5fe1ixh16mZTXegfrCH1y6mNaadh5s-P117WOG1ZBNwRKC4hfANeWSdG1I7yq1=w408-h905-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAEZNwNGq9FN4ok_2DOUiXctFz8rFPGaxo4tUxNv3yaX8VJ0YPo-WwDgY9gSp3j47t8fu5ifgdFm-i7iCG5fe1ixh16mZTXegfrCH1y6mNaadh5s-P117WOG1ZBNwRKC4hfANeWSdG1I7yq1=w1920-h1080-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAHPHzVmrDLzwljD_8ZW9UgQEqsQXSYit_uqayVSr4jaRG6QY9KUxiIKJmV176y7jID6bvk36Hg5HAqRDaxFJpoLzVtJuSL80Pz423xwmTc6j8ogb3nyoKciULHmAmExAT1u7-A1mZmifCIk=w1920-h1080-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAGZ78F9ZAyBL7X0t_foxP-K1GrLGaNe2gJb0XbXmWWUGQKving9K1jTvBAgP5z6vVkI7DTN1bMRAjroV1ZFCjyAbZbR5BVPiq-cL28SJBhwfjtxJSsDDSZiBMHYFECSZ0S4ghJpMCqOm97n=w1920-h1080-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAHZd3oww1PNss8zDhpVa86Id8ROpnqNMGGIslCqLTa4qhcr5PuicxFU-SW4grDjs-2If6D4H0ZE7eFs0K7PN94EQ82ANzZlFQoTr478oB6xd6tiAWEyfsTg30XGPp12GXv99mZm9bZs0vD_=w1920-h1080-k-no|https://lh3.googleusercontent.com/gps-cs-s/APNQkAHxrZsTQi-QnZAA3WVTbg1u3fRwYwyYunCMb9t4zjchhk2mk4vBfa4_63KDWQmssJVMWL3C4fmcqjavfxWlKthMjHeQ-OfKLxfvzRpsasUhy7_rpjmILGjzzPeMxWZPMlmwOSNajOquOxMI=w1920-h1080-k-no|https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NOnp0O25Ky9EnMF-PZW6ew&cb_client=lu.gallery.gps&w=160&h=106&yaw=204.80661&pitch=0&thumbfov=100
keepers-medi-care-centre-sdn-bhd,Kampung Raya Baharu,,,,http://www.myknc.com.my/,4.7,13,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KrXipljLA_tuZc6XNIY9sQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=175.17088&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KrXipljLA_tuZc6XNIY9sQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=175.17088&pitch=0&thumbfov=100
